,날짜,품목,품질,거래단위,최저가,최고가,평균가,전일평균대비등락,전7일평균대비등락,전년동월동일평균대비등락
0,2017-06-10,양파,특,1kg,1197,1500,1219,-146,"1,365(89.0%)","1,222(99.0%)"
1,2017-06-10,양파,상,1kg,1083,1197,1138,-40,"1,178(96.0%)","1,111(102.0%)"
2,2017-06-10,양파,보통,1kg,845,1083,968,-65,"1,033(93.0%)",947(102.0%)
3,2017-06-10,양파,하,1kg,300,845,681,-20,701(97.0%),556(122.0%)
4,2017-06-10,양파,특,20kg,23300,23700,23449,-710,"24,159(97.0%)","23,351(100.0%)"
5,2017-06-10,양파,상,20kg,19000,23300,20194,-2130,"22,324(90.0%)","21,519(93.0%)"
6,2017-06-10,양파,보통,20kg,16900,19000,17875,-1478,"19,353(92.0%)","17,798(100.0%)"
7,2017-06-10,양파,하,20kg,8000,16900,14204,-983,"15,187(93.0%)","11,210(126.0%)"
8,2017-06-10,양파 자주색,특,1kg,760,817,769,-95,864(89.0%),839(91.0%)
9,2017-06-10,양파 자주색,상,1kg,698,760,722,-95,817(88.0%),723(99.0%)
10,2017-06-10,양파 자주색,보통,1kg,633,698,665,-64,729(91.0%),648(102.0%)
11,2017-06-10,양파 자주색,하,1kg,410,633,570,-71,641(88.0%),516(110.0%)
12,2017-06-10,양파 자주색,특,12kg,10300,10300,10300,0,"10,300(100.0%)","10,579(97.0%)"
13,2017-06-10,양파 자주색,상,12kg,9300,10300,9521,0,"9,521(100.0%)","9,206(103.0%)"
14,2017-06-10,양파 자주색,보통,12kg,8300,9300,8591,0,"8,591(100.0%)","7,611(112.0%)"
15,2017-06-10,양파 자주색,하,12kg,5000,8300,7497,0,"7,497(100.0%)","5,655(132.0%)"
16,2017-06-10,양파 자주색,특,20kg,15200,16333,15336,-1955,"17,291(88.0%)","16,771(91.0%)"
17,2017-06-10,양파 자주색,상,20kg,13950,15200,14416,-1922,"16,338(88.0%)","14,422(99.0%)"
18,2017-06-10,양파 자주색,보통,20kg,12667,13950,13286,-1247,"14,533(91.0%)","12,939(102.0%)"
19,2017-06-10,양파 자주색,하,20kg,8200,12667,11373,-1362,"12,735(89.0%)","10,324(110.0%)"
20,2017-06-12,양파,특,1kg,1193,1867,1215,-4,"1,219(99.0%)","1,236(98.0%)"
21,2017-06-12,양파,상,1kg,1000,1193,1115,-23,"1,138(97.0%)","1,129(98.0%)"
22,2017-06-12,양파,보통,1kg,813,1000,924,-44,968(95.0%),966(95.0%)
23,2017-06-12,양파,하,1kg,275,813,653,-28,681(95.0%),593(110.0%)
24,2017-06-12,양파,특,20kg,22300,24200,22845,-604,"23,449(97.0%)","23,592(96.0%)"
25,2017-06-12,양파,상,20kg,19500,22300,20626,432,"20,194(102.0%)","21,450(96.0%)"
26,2017-06-12,양파,보통,20kg,16200,19500,18068,193,"17,875(101.0%)","18,250(99.0%)"
27,2017-06-12,양파,하,20kg,3000,16200,13120,-1084,"14,204(92.0%)","12,152(107.0%)"
28,2017-06-12,양파 자주색,특,1kg,858,887,878,109,769(114.0%),826(106.0%)
29,2017-06-12,양파 자주색,상,1kg,733,858,780,58,722(108.0%),717(108.0%)
30,2017-06-12,양파 자주색,보통,1kg,660,733,689,24,665(103.0%),641(107.0%)
31,2017-06-12,양파 자주색,하,1kg,417,660,637,67,570(111.0%),527(120.0%)
32,2017-06-12,양파 자주색,특,12kg,10300,10500,10420,120,"10,300(101.0%)","10,605(98.0%)"
33,2017-06-12,양파 자주색,상,12kg,9200,10300,9640,119,"9,521(101.0%)","9,266(104.0%)"
34,2017-06-12,양파 자주색,보통,12kg,8500,9200,8937,346,"8,591(104.0%)","7,718(115.0%)"
35,2017-06-12,양파 자주색,하,12kg,5000,8500,8059,562,"7,497(107.0%)","6,054(133.0%)"
36,2017-06-12,양파 자주색,특,20kg,17167,17733,17528,2192,"15,336(114.0%)","16,509(106.0%)"
37,2017-06-12,양파 자주색,상,20kg,14667,17167,15627,1211,"14,416(108.0%)","14,298(109.0%)"
38,2017-06-12,양파 자주색,보통,20kg,13200,14667,13764,478,"13,286(103.0%)","12,792(107.0%)"
39,2017-06-12,양파 자주색,하,20kg,8333,13200,12742,1369,"11,373(112.0%)","10,523(121.0%)"
40,2017-06-13,양파,특,1kg,1192,1667,1229,14,"1,215(101.0%)","1,239(99.0%)"
41,2017-06-13,양파,상,1kg,1087,1192,1141,26,"1,115(102.0%)","1,136(100.0%)"
42,2017-06-13,양파,보통,1kg,835,1087,949,25,924(102.0%),971(97.0%)
43,2017-06-13,양파,하,1kg,300,835,684,31,653(104.0%),620(110.0%)
44,2017-06-13,양파,특,20kg,22500,22800,22565,-280,"22,845(98.0%)","23,558(95.0%)"
45,2017-06-13,양파,상,20kg,18200,22500,19436,-1190,"20,626(94.0%)","21,251(91.0%)"
46,2017-06-13,양파,보통,20kg,15600,18200,16999,-1069,"18,068(94.0%)","18,451(92.0%)"
47,2017-06-13,양파,하,20kg,3600,15600,12146,-974,"13,120(92.0%)","12,747(95.0%)"
48,2017-06-13,양파 자주색,특,1kg,800,1100,838,-40,878(95.0%),843(99.0%)
49,2017-06-13,양파 자주색,상,1kg,715,800,744,-36,780(95.0%),730(101.0%)
50,2017-06-13,양파 자주색,보통,1kg,685,715,692,3,689(100.0%),655(105.0%)
51,2017-06-13,양파 자주색,하,1kg,525,685,659,22,637(103.0%),553(119.0%)
52,2017-06-13,양파 자주색,특,12kg,10000,10000,10000,-420,"10,420(95.0%)","10,787(92.0%)"
53,2017-06-13,양파 자주색,상,12kg,9500,10000,9651,11,"9,640(100.0%)","9,554(101.0%)"
54,2017-06-13,양파 자주색,보통,12kg,9200,9500,9350,413,"8,937(104.0%)","8,059(116.0%)"
55,2017-06-13,양파 자주색,하,12kg,7800,9200,8239,180,"8,059(102.0%)","6,733(122.0%)"
56,2017-06-13,양파 자주색,특,20kg,16000,22000,16813,-715,"17,528(95.0%)","16,851(99.0%)"
57,2017-06-13,양파 자주색,상,20kg,14300,16000,14906,-721,"15,627(95.0%)","14,563(102.0%)"
58,2017-06-13,양파 자주색,보통,20kg,13700,14300,13839,75,"13,764(100.0%)","13,065(105.0%)"
59,2017-06-13,양파 자주색,하,20kg,10500,13700,13143,401,"12,742(103.0%)","11,058(118.0%)"
60,2017-06-14,양파,특,1kg,1180,1667,1204,-25,"1,229(97.0%)","1,248(96.0%)"
61,2017-06-14,양파,상,1kg,1040,1180,1113,-28,"1,141(97.0%)","1,143(97.0%)"
62,2017-06-14,양파,보통,1kg,840,1040,929,-20,949(97.0%),971(95.0%)
63,2017-06-14,양파,하,1kg,350,840,705,21,684(103.0%),644(109.0%)
64,2017-06-14,양파,특,20kg,21050,22600,21872,-693,"22,565(96.0%)","23,456(93.0%)"
65,2017-06-14,양파,상,20kg,18700,21050,20059,623,"19,436(103.0%)","20,997(95.0%)"
66,2017-06-14,양파,보통,20kg,16200,18700,17534,535,"16,999(103.0%)","18,058(97.0%)"
67,2017-06-14,양파,하,20kg,6000,16200,13015,869,"12,146(107.0%)","12,639(102.0%)"
68,2017-06-14,양파 자주색,특,1kg,875,892,879,41,838(104.0%),841(104.0%)
69,2017-06-14,양파 자주색,상,1kg,775,875,813,69,744(109.0%),740(109.0%)
70,2017-06-14,양파 자주색,보통,1kg,705,775,746,54,692(107.0%),670(111.0%)
71,2017-06-14,양파 자주색,하,1kg,445,705,619,-40,659(93.0%),593(104.0%)
72,2017-06-14,양파 자주색,특,12kg,10500,10500,10500,500,"10,000(105.0%)","10,703(98.0%)"
73,2017-06-14,양파 자주색,상,12kg,10200,10500,10436,785,"9,651(108.0%)","9,866(105.0%)"
74,2017-06-14,양파 자주색,보통,12kg,9200,10200,9561,211,"9,350(102.0%)","8,454(113.0%)"
75,2017-06-14,양파 자주색,하,12kg,6600,9200,8729,490,"8,239(105.0%)","7,233(120.0%)"
76,2017-06-14,양파 자주색,특,20kg,17500,17833,17541,728,"16,813(104.0%)","16,821(104.0%)"
77,2017-06-14,양파 자주색,상,20kg,15500,17500,16232,1326,"14,906(108.0%)","14,777(109.0%)"
78,2017-06-14,양파 자주색,보통,20kg,14100,15500,14925,1086,"13,839(107.0%)","13,377(111.0%)"
79,2017-06-14,양파 자주색,하,20kg,8900,14100,12409,-734,"13,143(94.0%)","11,846(104.0%)"
80,2017-06-15,양파,특,1kg,1142,1667,1170,-34,"1,204(97.0%)","1,254(93.0%)"
81,2017-06-15,양파,상,1kg,990,1142,1062,-51,"1,113(95.0%)","1,146(92.0%)"
82,2017-06-15,양파,보통,1kg,785,990,888,-41,929(95.0%),973(91.0%)
83,2017-06-15,양파,하,1kg,350,785,674,-31,705(95.0%),676(99.0%)
84,2017-06-15,양파,특,20kg,20450,24000,21021,-851,"21,872(96.0%)","23,235(90.0%)"
85,2017-06-15,양파,상,20kg,18000,20450,19341,-718,"20,059(96.0%)","20,856(92.0%)"
86,2017-06-15,양파,보통,20kg,15600,18000,16988,-546,"17,534(96.0%)","18,320(92.0%)"
87,2017-06-15,양파,하,20kg,6100,15600,13461,446,"13,015(103.0%)","13,446(100.0%)"
88,2017-06-15,양파 자주색,특,1kg,950,1000,968,89,879(110.0%),827(117.0%)
89,2017-06-15,양파 자주색,상,1kg,800,950,867,54,813(106.0%),764(113.0%)
90,2017-06-15,양파 자주색,보통,1kg,657,800,714,-32,746(95.0%),698(102.0%)
91,2017-06-15,양파 자주색,하,1kg,400,657,580,-39,619(93.0%),612(94.0%)
92,2017-06-15,양파 자주색,특,12kg,11000,11000,11000,500,"10,500(104.0%)","10,520(104.0%)"
93,2017-06-15,양파 자주색,상,12kg,9600,11000,10106,-330,"10,436(96.0%)","9,867(102.0%)"
94,2017-06-15,양파 자주색,보통,12kg,6500,9600,8187,-1374,"9,561(85.0%)","8,776(93.0%)"
95,2017-06-15,양파 자주색,하,12kg,5600,6500,6059,-2670,"8,729(69.0%)","7,679(78.0%)"
96,2017-06-15,양파 자주색,특,20kg,19000,20000,19359,1818,"17,541(110.0%)","16,529(117.0%)"
97,2017-06-15,양파 자주색,상,20kg,16000,19000,17316,1084,"16,232(106.0%)","15,249(113.0%)"
98,2017-06-15,양파 자주색,보통,20kg,13133,16000,14277,-648,"14,925(95.0%)","13,927(102.0%)"
99,2017-06-15,양파 자주색,하,20kg,8000,13133,11589,-820,"12,409(93.0%)","12,236(94.0%)"
100,2017-06-16,양파,특,1kg,1142,1667,1185,15,"1,170(101.0%)","1,234(96.0%)"
101,2017-06-16,양파,상,1kg,973,1142,1047,-15,"1,062(98.0%)","1,125(93.0%)"
102,2017-06-16,양파,보통,1kg,808,973,889,1,888(100.0%),949(93.0%)
103,2017-06-16,양파,하,1kg,400,808,665,-9,674(98.0%),683(97.0%)
104,2017-06-16,양파,특,20kg,19600,20700,20167,-854,"21,021(95.0%)","22,652(89.0%)"
105,2017-06-16,양파,상,20kg,17750,19600,18614,-727,"19,341(96.0%)","20,330(91.0%)"
106,2017-06-16,양파,보통,20kg,15800,17750,17027,39,"16,988(100.0%)","17,803(95.0%)"
107,2017-06-16,양파,하,20kg,6200,15800,12854,-607,"13,461(95.0%)","13,522(95.0%)"
108,2017-06-16,양파 자주색,특,1kg,950,958,954,-14,968(98.0%),866(110.0%)
109,2017-06-16,양파 자주색,상,1kg,800,950,881,14,867(101.0%),791(111.0%)
110,2017-06-16,양파 자주색,보통,1kg,650,800,725,11,714(101.0%),706(102.0%)
111,2017-06-16,양파 자주색,하,1kg,550,650,646,66,580(111.0%),618(104.0%)
112,2017-06-16,양파 자주색,특,12kg,11300,11300,11300,300,"11,000(102.0%)","10,420(108.0%)"
113,2017-06-16,양파 자주색,상,12kg,10600,11300,10846,740,"10,106(107.0%)","9,813(110.0%)"
114,2017-06-16,양파 자주색,보통,12kg,8900,10600,9617,1430,"8,187(117.0%)","8,870(108.0%)"
115,2017-06-16,양파 자주색,하,12kg,6600,8900,8035,1976,"6,059(132.0%)","7,680(104.0%)"
116,2017-06-16,양파 자주색,특,20kg,19000,19167,19159,-200,"19,359(98.0%)","17,311(110.0%)"
117,2017-06-16,양파 자주색,상,20kg,16000,19000,17588,272,"17,316(101.0%)","15,806(111.0%)"
118,2017-06-16,양파 자주색,보통,20kg,13000,16000,14487,210,"14,277(101.0%)","14,104(102.0%)"
119,2017-06-16,양파 자주색,하,20kg,11000,13000,12942,1353,"11,589(111.0%)","12,332(104.0%)"
120,2017-06-17,양파,특,1kg,1150,1500,1183,-2,"1,185(99.0%)","1,204(98.0%)"
121,2017-06-17,양파,상,1kg,963,1150,1035,-12,"1,047(98.0%)","1,103(93.0%)"
122,2017-06-17,양파,보통,1kg,800,963,900,11,889(101.0%),925(97.0%)
123,2017-06-17,양파,하,1kg,350,800,666,1,665(100.0%),677(98.0%)
124,2017-06-17,양파,특,20kg,21000,23500,21293,1126,"20,167(105.0%)","21,987(96.0%)"
125,2017-06-17,양파,상,20kg,18300,21000,18951,337,"18,614(101.0%)","19,712(96.0%)"
126,2017-06-17,양파,보통,20kg,16100,18300,17417,390,"17,027(102.0%)","17,415(100.0%)"
127,2017-06-17,양파,하,20kg,5000,16100,14849,1995,"12,854(115.0%)","13,133(113.0%)"
128,2017-06-17,양파 자주색,특,1kg,1008,1008,1008,54,954(105.0%),881(114.0%)
129,2017-06-17,양파 자주색,상,1kg,880,1008,950,69,881(107.0%),801(118.0%)
130,2017-06-17,양파 자주색,보통,1kg,755,880,821,96,725(113.0%),705(116.0%)
131,2017-06-17,양파 자주색,하,1kg,600,755,734,88,646(113.0%),619(118.0%)
132,2017-06-17,양파 자주색,특,12kg,11300,11300,11300,0,"11,300(100.0%)","10,587(106.0%)"
133,2017-06-17,양파 자주색,상,12kg,10600,11300,10846,0,"10,846(100.0%)","10,033(108.0%)"
134,2017-06-17,양파 자주색,보통,12kg,8900,10600,9617,0,"9,617(100.0%)","9,041(106.0%)"
135,2017-06-17,양파 자주색,하,12kg,6600,8900,8035,0,"8,035(100.0%)","7,770(103.0%)"
136,2017-06-17,양파 자주색,특,20kg,20167,20167,20167,1008,"19,159(105.0%)","17,623(114.0%)"
137,2017-06-17,양파 자주색,상,20kg,17600,20167,19038,1450,"17,588(108.0%)","16,014(118.0%)"
138,2017-06-17,양파 자주색,보통,20kg,15100,17600,16451,1964,"14,487(113.0%)","14,096(116.0%)"
139,2017-06-17,양파 자주색,하,20kg,12000,15100,14676,1734,"12,942(113.0%)","12,366(118.0%)"
140,2017-06-19,양파,특,1kg,1154,1500,1176,-7,"1,183(99.0%)","1,198(98.0%)"
141,2017-06-19,양파,상,1kg,954,1154,1029,-6,"1,035(99.0%)","1,086(94.0%)"
142,2017-06-19,양파,보통,1kg,780,954,886,-14,900(98.0%),913(97.0%)
143,2017-06-19,양파,하,1kg,350,780,638,-28,666(95.0%),675(94.0%)
144,2017-06-19,양파,특,20kg,20300,21500,20869,-424,"21,293(98.0%)","21,627(96.0%)"
145,2017-06-19,양파,상,20kg,17500,20300,18691,-260,"18,951(98.0%)","19,505(95.0%)"
146,2017-06-19,양파,보통,20kg,14300,17500,16346,-1071,"17,417(93.0%)","17,339(94.0%)"
147,2017-06-19,양파,하,20kg,6000,14300,11805,-3044,"14,849(79.0%)","13,241(89.0%)"
148,2017-06-19,양파 자주색,특,1kg,885,1054,958,-50,"1,008(95.0%)",921(104.0%)
149,2017-06-19,양파 자주색,상,1kg,835,885,845,-105,950(88.0%),839(100.0%)
150,2017-06-19,양파 자주색,보통,1kg,790,835,816,-5,821(99.0%),731(111.0%)
151,2017-06-19,양파 자주색,하,1kg,440,790,678,-56,734(92.0%),646(104.0%)
152,2017-06-19,양파 자주색,특,12kg,12650,12650,12650,1350,"11,300(111.0%)","10,753(117.0%)"
153,2017-06-19,양파 자주색,상,12kg,12000,12650,12325,1479,"10,846(113.0%)","10,254(120.0%)"
154,2017-06-19,양파 자주색,보통,12kg,10500,12000,11212,1595,"9,617(116.0%)","9,212(121.0%)"
155,2017-06-19,양파 자주색,하,12kg,6800,10500,8742,707,"8,035(108.0%)","7,859(111.0%)"
156,2017-06-19,양파 자주색,특,20kg,17700,21083,19170,-997,"20,167(95.0%)","18,428(104.0%)"
157,2017-06-19,양파 자주색,상,20kg,16700,17700,16892,-2146,"19,038(88.0%)","16,785(100.0%)"
158,2017-06-19,양파 자주색,보통,20kg,15800,16700,16319,-132,"16,451(99.0%)","14,624(111.0%)"
159,2017-06-19,양파 자주색,하,20kg,8800,15800,13584,-1092,"14,676(92.0%)","12,917(105.0%)"
160,2017-06-20,양파,특,1kg,1158,1667,1244,68,"1,176(105.0%)","1,191(104.0%)"
161,2017-06-20,양파,상,1kg,980,1158,1062,33,"1,029(103.0%)","1,071(99.0%)"
162,2017-06-20,양파,보통,1kg,840,980,913,27,886(103.0%),907(100.0%)
163,2017-06-20,양파,하,1kg,250,840,679,41,638(106.0%),672(101.0%)
164,2017-06-20,양파,특,20kg,22000,22500,22013,1144,"20,869(105.0%)","21,298(103.0%)"
165,2017-06-20,양파,상,20kg,18000,22000,19734,1043,"18,691(105.0%)","19,182(102.0%)"
166,2017-06-20,양파,보통,20kg,16800,18000,17664,1318,"16,346(108.0%)","17,052(103.0%)"
167,2017-06-20,양파,하,20kg,5000,16800,13660,1855,"11,805(115.0%)","13,022(104.0%)"
168,2017-06-20,양파 자주색,특,1kg,1025,1050,1043,85,958(108.0%),934(111.0%)
169,2017-06-20,양파 자주색,상,1kg,880,1025,944,99,845(111.0%),850(111.0%)
170,2017-06-20,양파 자주색,보통,1kg,805,880,842,26,816(103.0%),752(111.0%)
171,2017-06-20,양파 자주색,하,1kg,425,805,628,-50,678(92.0%),653(96.0%)
172,2017-06-20,양파 자주색,특,12kg,11700,11700,11700,-950,"12,650(92.0%)","11,125(105.0%)"
173,2017-06-20,양파 자주색,상,12kg,10800,11700,11250,-1075,"12,325(91.0%)","10,702(105.0%)"
174,2017-06-20,양파 자주색,보통,12kg,10800,10800,10800,-412,"11,212(96.0%)","9,591(112.0%)"
175,2017-06-20,양파 자주색,하,12kg,7700,10800,9172,430,"8,742(104.0%)","7,973(115.0%)"
176,2017-06-20,양파 자주색,특,20kg,20500,21000,20711,1541,"19,170(108.0%)","18,702(110.0%)"
177,2017-06-20,양파 자주색,상,20kg,17600,20500,18840,1948,"16,892(111.0%)","16,995(110.0%)"
178,2017-06-20,양파 자주색,보통,20kg,16100,17600,16847,528,"16,319(103.0%)","15,050(111.0%)"
179,2017-06-20,양파 자주색,하,20kg,8500,16100,12530,-1054,"13,584(92.0%)","13,057(95.0%)"
180,2017-06-21,양파,특,1kg,1133,1667,1175,-69,"1,244(94.0%)","1,194(98.0%)"
181,2017-06-21,양파,상,1kg,958,1133,1021,-41,"1,062(96.0%)","1,058(96.0%)"
182,2017-06-21,양파,보통,1kg,705,958,855,-58,913(93.0%),901(94.0%)
183,2017-06-21,양파,하,1kg,310,705,656,-23,679(96.0%),671(97.0%)
184,2017-06-21,양파,특,20kg,19700,21000,20117,-1896,"22,013(91.0%)","21,206(94.0%)"
185,2017-06-21,양파,상,20kg,17200,19700,18202,-1532,"19,734(92.0%)","19,232(94.0%)"
186,2017-06-21,양파,보통,20kg,14000,17200,15510,-2154,"17,664(87.0%)","17,163(90.0%)"
187,2017-06-21,양파,하,20kg,5500,14000,13425,-235,"13,660(98.0%)","13,274(101.0%)"
188,2017-06-21,양파 자주색,특,1kg,1000,1125,1061,18,"1,043(101.0%)",968(109.0%)
189,2017-06-21,양파 자주색,상,1kg,915,1000,957,13,944(101.0%),883(108.0%)
190,2017-06-21,양파 자주색,보통,1kg,800,915,864,22,842(102.0%),777(111.0%)
191,2017-06-21,양파 자주색,하,1kg,600,800,785,157,628(125.0%),648(121.0%)
192,2017-06-21,양파 자주색,특,12kg,12000,12000,12000,300,"11,700(102.0%)","11,408(105.0%)"
193,2017-06-21,양파 자주색,상,12kg,10800,11700,11250,0,"11,250(100.0%)","10,968(102.0%)"
194,2017-06-21,양파 자주색,보통,12kg,11050,12000,11525,725,"10,800(106.0%)","9,832(117.0%)"
195,2017-06-21,양파 자주색,하,12kg,9500,11050,9942,770,"9,172(108.0%)","8,129(122.0%)"
196,2017-06-21,양파 자주색,특,20kg,20000,22500,21213,502,"20,711(102.0%)","19,351(109.0%)"
197,2017-06-21,양파 자주색,상,20kg,18300,20000,19126,286,"18,840(101.0%)","17,651(108.0%)"
198,2017-06-21,양파 자주색,보통,20kg,16000,18300,17255,408,"16,847(102.0%)","15,551(110.0%)"
199,2017-06-21,양파 자주색,하,20kg,12000,16000,15664,3134,"12,530(125.0%)","12,955(120.0%)"
200,2017-06-22,양파,특,1kg,1083,1750,1150,-25,"1,175(97.0%)","1,189(96.0%)"
201,2017-06-22,양파,상,1kg,875,1083,988,-33,"1,021(96.0%)","1,043(94.0%)"
202,2017-06-22,양파,보통,1kg,780,875,829,-26,855(96.0%),889(93.0%)
203,2017-06-22,양파,하,1kg,380,780,656,0,656(100.0%),663(98.0%)
204,2017-06-22,양파,특,20kg,19500,20400,19980,-137,"20,117(99.0%)","20,913(95.0%)"
205,2017-06-22,양파,상,20kg,17000,19500,17556,-646,"18,202(96.0%)","18,922(92.0%)"
206,2017-06-22,양파,보통,20kg,15400,17000,16239,729,"15,510(104.0%)","16,825(96.0%)"
207,2017-06-22,양파,하,20kg,6000,15400,13075,-350,"13,425(97.0%)","13,342(97.0%)"
208,2017-06-22,양파 자주색,특,1kg,967,1100,1061,0,"1,061(100.0%)",999(106.0%)
209,2017-06-22,양파 자주색,상,1kg,825,967,919,-38,957(96.0%),907(101.0%)
210,2017-06-22,양파 자주색,보통,1kg,790,825,801,-63,864(92.0%),797(100.0%)
211,2017-06-22,양파 자주색,하,1kg,735,790,769,-16,785(97.0%),675(113.0%)
212,2017-06-22,양파 자주색,특,20kg,19333,22000,20831,-382,"21,213(98.0%)","19,963(104.0%)"
213,2017-06-22,양파 자주색,상,20kg,16500,19333,18399,-727,"19,126(96.0%)","18,133(101.0%)"
214,2017-06-22,양파 자주색,보통,20kg,15800,16500,15996,-1259,"17,255(92.0%)","15,939(100.0%)"
215,2017-06-22,양파 자주색,하,20kg,14700,15800,15382,-282,"15,664(98.0%)","13,498(113.0%)"
216,2017-06-23,양파,특,1kg,1073,1667,1146,-4,"1,150(99.0%)","1,186(96.0%)"
217,2017-06-23,양파,상,1kg,987,1073,1020,32,988(103.0%),"1,030(99.0%)"
218,2017-06-23,양파,보통,1kg,780,987,868,39,829(104.0%),879(98.0%)
219,2017-06-23,양파,하,1kg,290,780,582,-74,656(88.0%),660(88.0%)
220,2017-06-23,양파,특,20kg,20000,21000,20128,148,"19,980(100.0%)","20,740(97.0%)"
221,2017-06-23,양파,상,20kg,17100,20000,18461,905,"17,556(105.0%)","18,625(99.0%)"
222,2017-06-23,양파,보통,20kg,14800,17100,16157,-82,"16,239(99.0%)","16,701(96.0%)"
223,2017-06-23,양파,하,20kg,5500,14800,11216,-1859,"13,075(85.0%)","13,278(84.0%)"
224,2017-06-23,양파 자주색,특,1kg,1108,1142,1130,69,"1,061(106.0%)","1,014(111.0%)"
225,2017-06-23,양파 자주색,상,1kg,950,1108,998,79,919(108.0%),916(108.0%)
226,2017-06-23,양파 자주색,보통,1kg,875,950,909,108,801(113.0%),812(111.0%)
227,2017-06-23,양파 자주색,하,1kg,575,875,758,-11,769(98.0%),707(107.0%)
228,2017-06-23,양파 자주색,특,20kg,22167,22833,22679,1848,"20,831(108.0%)","20,209(112.0%)"
229,2017-06-23,양파 자주색,상,20kg,19000,22167,19981,1582,"18,399(108.0%)","18,314(109.0%)"
230,2017-06-23,양파 자주색,보통,20kg,17500,19000,18192,2196,"15,996(113.0%)","16,226(112.0%)"
231,2017-06-23,양파 자주색,하,20kg,11500,17500,15183,-199,"15,382(98.0%)","14,130(107.0%)"
232,2017-06-24,양파,특,1kg,1117,1500,1199,53,"1,146(104.0%)","1,179(101.0%)"
233,2017-06-24,양파,상,1kg,1015,1117,1066,46,"1,020(104.0%)","1,026(103.0%)"
234,2017-06-24,양파,보통,1kg,675,1015,836,-32,868(96.0%),875(95.0%)
235,2017-06-24,양파,하,1kg,275,675,526,-56,582(90.0%),646(81.0%)
236,2017-06-24,양파,특,20kg,20500,22300,21023,895,"20,128(104.0%)","20,733(101.0%)"
237,2017-06-24,양파,상,20kg,17300,20500,18928,467,"18,461(102.0%)","18,599(101.0%)"
238,2017-06-24,양파,보통,20kg,13200,17300,15961,-196,"16,157(98.0%)","16,556(96.0%)"
239,2017-06-24,양파,하,20kg,3000,13200,10962,-254,"11,216(97.0%)","13,005(84.0%)"
240,2017-06-24,양파 자주색,특,1kg,1042,1270,1100,-30,"1,130(97.0%)","1,044(105.0%)"
241,2017-06-24,양파 자주색,상,1kg,950,1042,978,-20,998(97.0%),936(104.0%)
242,2017-06-24,양파 자주색,보통,1kg,910,950,920,11,909(101.0%),842(109.0%)
243,2017-06-24,양파 자주색,하,1kg,792,910,873,115,758(115.0%),725(120.0%)
244,2017-06-24,양파 자주색,특,20kg,20833,25400,21557,-1122,"22,679(95.0%)","20,795(103.0%)"
245,2017-06-24,양파 자주색,상,20kg,19000,20833,19532,-449,"19,981(97.0%)","18,713(104.0%)"
246,2017-06-24,양파 자주색,보통,20kg,18200,19000,18400,208,"18,192(101.0%)","16,843(109.0%)"
247,2017-06-24,양파 자주색,하,20kg,15833,18200,17426,2243,"15,183(114.0%)","14,503(120.0%)"
248,2017-06-26,양파,특,1kg,1260,1500,1318,119,"1,199(109.0%)","1,182(111.0%)"
249,2017-06-26,양파,상,1kg,1080,1260,1137,71,"1,066(106.0%)","1,031(110.0%)"
250,2017-06-26,양파,보통,1kg,753,1080,932,96,836(111.0%),865(107.0%)
251,2017-06-26,양파,하,1kg,200,753,573,47,526(108.0%),623(91.0%)
252,2017-06-26,양파,특,20kg,21600,23000,21987,964,"21,023(104.0%)","20,688(106.0%)"
253,2017-06-26,양파,상,20kg,16800,21600,18970,42,"18,928(100.0%)","18,595(102.0%)"
254,2017-06-26,양파,보통,20kg,13700,16800,15747,-214,"15,961(98.0%)","16,313(96.0%)"
255,2017-06-26,양파,하,20kg,3000,13700,10707,-255,"10,962(97.0%)","12,357(86.0%)"
256,2017-06-26,양파 자주색,특,1kg,995,1108,1077,-23,"1,100(97.0%)","1,059(101.0%)"
257,2017-06-26,양파 자주색,상,1kg,855,995,928,-50,978(94.0%),940(98.0%)
258,2017-06-26,양파 자주색,보통,1kg,800,855,834,-86,920(90.0%),859(97.0%)
259,2017-06-26,양파 자주색,하,1kg,365,800,708,-165,873(81.0%),749(94.0%)
260,2017-06-26,양파 자주색,특,20kg,19900,22167,21558,1,"21,557(100.0%)","21,027(102.0%)"
261,2017-06-26,양파 자주색,상,20kg,17100,19900,18531,-1001,"19,532(94.0%)","18,795(98.0%)"
262,2017-06-26,양파 자주색,보통,20kg,16000,17100,16680,-1720,"18,400(90.0%)","17,168(97.0%)"
263,2017-06-26,양파 자주색,하,20kg,7300,16000,14152,-3274,"17,426(81.0%)","14,962(94.0%)"
264,2017-06-26,양파 수입,상,1kg,960,963,961,961,0,0
265,2017-06-26,양파 수입,보통,1kg,913,960,940,940,0,0
266,2017-06-26,양파 수입,하,1kg,913,913,913,913,0,0
267,2017-06-27,양파,특,1kg,1250,1500,1337,19,"1,318(101.0%)","1,205(110.0%)"
268,2017-06-27,양파,상,1kg,1067,1250,1132,-5,"1,137(99.0%)","1,049(107.0%)"
269,2017-06-27,양파,보통,1kg,750,1067,916,-16,932(98.0%),872(105.0%)
270,2017-06-27,양파,하,1kg,250,750,591,18,573(103.0%),612(96.0%)
271,2017-06-27,양파,특,20kg,22100,23500,22665,678,"21,987(103.0%)","20,875(108.0%)"
272,2017-06-27,양파,상,20kg,17800,22100,20393,1423,"18,970(107.0%)","18,642(109.0%)"
