,날짜,품목,품질,거래단위,최저가,최고가,평균가,전일평균대비등락,전7일평균대비등락,전년동월동일평균대비등락
11014,2018-11-13,양파,하,12kg,1550,3700,2765,-79,"2,844(97.0%)","3,135(88.0%)"
11015,2018-11-13,양파,특,15kg,12300,12700,12487,113,"12,374(100.0%)","12,447(100.0%)"
11016,2018-11-13,양파,상,15kg,10700,12300,11386,-85,"11,471(99.0%)","11,304(100.0%)"
11017,2018-11-13,양파,보통,15kg,8900,10700,9988,-261,"10,249(97.0%)","10,108(98.0%)"
11018,2018-11-13,양파,하,15kg,3100,8900,7349,-709,"8,058(91.0%)","7,589(96.0%)"
11019,2018-11-13,양파,특,20kg,13800,15600,15229,-571,"15,800(96.0%)","15,987(95.0%)"
11020,2018-11-13,양파,상,20kg,13300,13800,13488,-1472,"14,960(90.0%)","10,697(126.0%)"
11021,2018-11-13,양파,보통,20kg,4500,13300,9725,-3647,"13,372(72.0%)","8,895(109.0%)"
11022,2018-11-13,양파,하,20kg,3500,4500,3617,-5773,"9,390(38.0%)","7,645(47.0%)"
11023,2018-11-13,양파 자주색,특,1kg,720,720,720,0,720(100.0%),690(104.0%)
11024,2018-11-13,양파 자주색,상,1kg,613,720,676,13,663(101.0%),657(102.0%)
11025,2018-11-13,양파 자주색,보통,1kg,458,613,579,7,572(101.0%),571(101.0%)
11026,2018-11-13,양파 자주색,하,1kg,175,458,291,-259,550(52.0%),487(59.0%)
11027,2018-11-13,양파 자주색,특,12kg,7000,7000,7000,0,"7,000(100.0%)","7,125(98.0%)"
11028,2018-11-13,양파 자주색,상,12kg,5800,7000,6667,0,"6,667(100.0%)","6,825(97.0%)"
11029,2018-11-13,양파 자주색,보통,12kg,3200,5800,5047,0,"5,047(100.0%)","5,270(95.0%)"
11030,2018-11-13,양파 자주색,하,12kg,3200,3200,3200,0,"3,200(100.0%)","3,650(87.0%)"
11031,2018-11-13,양파 자주색,특,20kg,14400,14400,14400,0,"14,400(100.0%)","13,800(104.0%)"
11032,2018-11-13,양파 자주색,상,20kg,12267,14400,13473,201,"13,272(101.0%)","13,112(102.0%)"
11033,2018-11-13,양파 자주색,보통,20kg,9167,12267,11494,16,"11,478(100.0%)","11,404(100.0%)"
11034,2018-11-13,양파 자주색,하,20kg,3500,9167,5875,-5125,"11,000(53.0%)","9,745(60.0%)"
11035,2018-11-13,양파 수입,특,1kg,833,1100,1019,45,974(104.0%),993(102.0%)
11036,2018-11-13,양파 수입,상,1kg,800,833,818,101,717(114.0%),800(102.0%)
11037,2018-11-13,양파 수입,보통,1kg,787,800,792,160,632(125.0%),714(110.0%)
11038,2018-11-13,양파 수입,하,1kg,610,787,633,53,580(109.0%),614(103.0%)
11039,2018-11-14,양파,특,1kg,807,1133,896,7,889(100.0%),878(102.0%)
11040,2018-11-14,양파,상,1kg,610,807,725,13,712(101.0%),694(104.0%)
11041,2018-11-14,양파,보통,1kg,333,610,483,-23,506(95.0%),488(98.0%)
11042,2018-11-14,양파,하,1kg,133,333,254,-12,266(95.0%),289(87.0%)
11043,2018-11-14,양파,특,12kg,9000,13200,10827,-337,"11,164(96.0%)","10,949(98.0%)"
11044,2018-11-14,양파,상,12kg,5850,9000,6629,-144,"6,773(97.0%)","6,912(95.0%)"
11045,2018-11-14,양파,보통,12kg,3400,5850,4629,-360,"4,989(92.0%)","5,173(89.0%)"
11046,2018-11-14,양파,하,12kg,1600,3400,2634,-131,"2,765(95.0%)","2,909(90.0%)"
11047,2018-11-14,양파,특,15kg,12100,12700,12316,-171,"12,487(98.0%)","12,407(99.0%)"
11048,2018-11-14,양파,상,15kg,11100,12100,11579,193,"11,386(101.0%)","11,239(103.0%)"
11049,2018-11-14,양파,보통,15kg,9700,11100,10470,482,"9,988(104.0%)","9,976(104.0%)"
11050,2018-11-14,양파,하,15kg,3700,9700,8217,868,"7,349(111.0%)","7,500(109.0%)"
11051,2018-11-14,양파,특,20kg,13800,15600,15229,0,"15,229(100.0%)","15,760(96.0%)"
11052,2018-11-14,양파,상,20kg,13300,13800,13488,0,"13,488(100.0%)","11,127(121.0%)"
11053,2018-11-14,양파,보통,20kg,4500,13300,9725,0,"9,725(100.0%)","9,183(105.0%)"
11054,2018-11-14,양파,하,20kg,3500,4500,3617,0,"3,617(100.0%)","7,019(51.0%)"
11055,2018-11-14,양파 자주색,특,1kg,560,560,560,-160,720(77.0%),722(77.0%)
11056,2018-11-14,양파 자주색,상,1kg,547,560,557,-119,676(82.0%),682(81.0%)
11057,2018-11-14,양파 자주색,보통,1kg,375,547,457,-122,579(78.0%),584(78.0%)
11058,2018-11-14,양파 자주색,하,1kg,350,375,358,67,291(123.0%),453(79.0%)
11059,2018-11-14,양파 자주색,특,20kg,11200,11200,11200,-3200,"14,400(77.0%)","14,433(77.0%)"
11060,2018-11-14,양파 자주색,상,20kg,10933,11200,11133,-2340,"13,473(82.0%)","13,607(81.0%)"
11061,2018-11-14,양파 자주색,보통,20kg,7500,10933,9095,-2399,"11,494(79.0%)","11,641(78.0%)"
11062,2018-11-14,양파 자주색,하,20kg,7000,7500,7162,1287,"5,875(121.0%)","9,067(78.0%)"
11063,2018-11-14,양파 수입,특,1kg,1100,1100,1100,81,"1,019(107.0%)","1,026(107.0%)"
11064,2018-11-14,양파 수입,상,1kg,833,1100,844,26,818(103.0%),809(104.0%)
11065,2018-11-14,양파 수입,보통,1kg,613,833,705,-87,792(89.0%),722(97.0%)
11066,2018-11-14,양파 수입,하,1kg,607,613,609,-24,633(96.0%),607(100.0%)
11067,2018-11-15,양파,특,1kg,833,1067,923,27,896(103.0%),881(104.0%)
11068,2018-11-15,양파,상,1kg,608,833,718,-7,725(99.0%),696(103.0%)
11069,2018-11-15,양파,보통,1kg,317,608,486,3,483(100.0%),483(100.0%)
11070,2018-11-15,양파,하,1kg,133,317,237,-17,254(93.0%),274(86.0%)
11071,2018-11-15,양파,특,12kg,10500,12800,11762,935,"10,827(108.0%)","10,961(107.0%)"
11072,2018-11-15,양파,상,12kg,5900,10500,6685,56,"6,629(100.0%)","6,783(98.0%)"
11073,2018-11-15,양파,보통,12kg,3400,5900,4748,119,"4,629(102.0%)","4,954(95.0%)"
11074,2018-11-15,양파,하,12kg,1600,3400,2552,-82,"2,634(96.0%)","2,731(93.0%)"
11075,2018-11-15,양파,특,15kg,12300,12750,12575,259,"12,316(102.0%)","12,345(101.0%)"
11076,2018-11-15,양파,상,15kg,10700,12300,11380,-199,"11,579(98.0%)","11,269(100.0%)"
11077,2018-11-15,양파,보통,15kg,9100,10700,10112,-358,"10,470(96.0%)","10,007(101.0%)"
11078,2018-11-15,양파,하,15kg,3000,9100,6832,-1385,"8,217(83.0%)","7,631(89.0%)"
11079,2018-11-15,양파,특,20kg,18300,18300,18300,3071,"15,229(120.0%)","15,618(117.0%)"
11080,2018-11-15,양파,상,20kg,4700,18300,12719,-769,"13,488(94.0%)","11,801(107.0%)"
11081,2018-11-15,양파,보통,20kg,3000,4700,3647,-6078,"9,725(37.0%)","9,470(38.0%)"
11082,2018-11-15,양파,하,20kg,3000,3000,3000,-617,"3,617(82.0%)","6,459(46.0%)"
11083,2018-11-15,양파 자주색,특,1kg,607,607,607,47,560(108.0%),727(83.0%)
11084,2018-11-15,양파 자주색,상,1kg,467,607,556,-1,557(99.0%),687(80.0%)
11085,2018-11-15,양파 자주색,보통,1kg,417,467,432,-25,457(94.0%),576(75.0%)
11086,2018-11-15,양파 자주색,하,1kg,192,417,313,-45,358(87.0%),430(72.0%)
11087,2018-11-15,양파 자주색,특,12kg,5100,5100,5100,5100,0,"7,000(72.0%)"
11088,2018-11-15,양파 자주색,상,12kg,5100,5100,5100,5100,0,"6,667(76.0%)"
11089,2018-11-15,양파 자주색,보통,12kg,4300,5100,4818,4818,0,"5,047(95.0%)"
11090,2018-11-15,양파 자주색,하,12kg,2300,4300,3306,3306,0,"3,200(103.0%)"
11091,2018-11-15,양파 자주색,특,20kg,12133,12133,12133,933,"11,200(108.0%)","14,533(83.0%)"
11092,2018-11-15,양파 자주색,상,20kg,9333,12133,11065,-68,"11,133(99.0%)","13,711(80.0%)"
11093,2018-11-15,양파 자주색,보통,20kg,8333,9333,8617,-478,"9,095(94.0%)","11,477(75.0%)"
11094,2018-11-15,양파 자주색,하,20kg,3833,8333,6200,-962,"7,162(86.0%)","8,604(72.0%)"
11095,2018-11-15,양파 수입,특,1kg,833,1100,912,-188,"1,100(82.0%)","1,032(88.0%)"
11096,2018-11-15,양파 수입,상,1kg,720,833,767,-77,844(90.0%),811(94.0%)
11097,2018-11-15,양파 수입,보통,1kg,453,720,588,-117,705(83.0%),723(81.0%)
11098,2018-11-15,양파 수입,하,1kg,160,453,311,-298,609(51.0%),605(51.0%)
11099,2018-11-16,양파,특,1kg,827,1000,903,-20,923(97.0%),888(101.0%)
11100,2018-11-16,양파,상,1kg,620,827,709,-9,718(98.0%),702(100.0%)
11101,2018-11-16,양파,보통,1kg,353,620,504,18,486(103.0%),483(104.0%)
11102,2018-11-16,양파,하,1kg,108,353,255,18,237(107.0%),262(97.0%)
11103,2018-11-16,양파,특,12kg,10000,12000,11253,-509,"11,762(95.0%)","11,082(101.0%)"
11104,2018-11-16,양파,상,12kg,5900,10000,6564,-121,"6,685(98.0%)","6,701(97.0%)"
11105,2018-11-16,양파,보통,12kg,3500,5900,4859,111,"4,748(102.0%)","4,840(100.0%)"
11106,2018-11-16,양파,하,12kg,1300,3500,2533,-19,"2,552(99.0%)","2,629(96.0%)"
11107,2018-11-16,양파,특,15kg,12200,12500,12322,-253,"12,575(97.0%)","12,365(99.0%)"
11108,2018-11-16,양파,상,15kg,10500,12200,11158,-222,"11,380(98.0%)","11,305(98.0%)"
11109,2018-11-16,양파,보통,15kg,9100,10500,9858,-254,"10,112(97.0%)","10,042(98.0%)"
11110,2018-11-16,양파,하,15kg,4800,9100,7802,970,"6,832(114.0%)","7,561(103.0%)"
11111,2018-11-16,양파,특,20kg,18500,18600,18569,269,"18,300(101.0%)","15,876(116.0%)"
11112,2018-11-16,양파,상,20kg,15600,18500,17037,4318,"12,719(133.0%)","12,291(138.0%)"
11113,2018-11-16,양파,보통,20kg,13300,15600,14323,10676,"3,647(392.0%)","8,745(163.0%)"
11114,2018-11-16,양파,하,20kg,2700,13300,4177,1177,"3,000(139.0%)","5,730(72.0%)"
11115,2018-11-16,양파 자주색,특,1kg,620,620,620,13,607(102.0%),680(91.0%)
11116,2018-11-16,양파 자주색,상,1kg,467,620,575,19,556(103.0%),633(90.0%)
11117,2018-11-16,양파 자주색,보통,1kg,317,467,418,-14,432(96.0%),531(78.0%)
11118,2018-11-16,양파 자주색,하,1kg,243,317,258,-55,313(82.0%),373(69.0%)
11119,2018-11-16,양파 자주색,특,12kg,5100,5100,5100,0,"5,100(100.0%)","6,620(77.0%)"
11120,2018-11-16,양파 자주색,상,12kg,5100,5100,5100,0,"5,100(100.0%)","6,354(80.0%)"
11121,2018-11-16,양파 자주색,보통,12kg,4300,5100,4818,0,"4,818(100.0%)","5,001(96.0%)"
11122,2018-11-16,양파 자주색,하,12kg,2300,4300,3306,0,"3,306(100.0%)","3,221(102.0%)"
11123,2018-11-16,양파 자주색,특,20kg,12400,12400,12400,267,"12,133(102.0%)","13,600(91.0%)"
11124,2018-11-16,양파 자주색,상,20kg,9333,12400,11447,382,"11,065(103.0%)","12,622(90.0%)"
11125,2018-11-16,양파 자주색,보통,20kg,6333,9333,8321,-296,"8,617(96.0%)","10,612(78.0%)"
11126,2018-11-16,양파 자주색,하,20kg,4867,6333,5119,-1081,"6,200(82.0%)","7,471(68.0%)"
11127,2018-11-16,양파 수입,특,1kg,833,1100,1012,100,912(110.0%),"1,000(101.0%)"
11128,2018-11-16,양파 수입,상,1kg,640,833,770,3,767(100.0%),800(96.0%)
11129,2018-11-16,양파 수입,보통,1kg,640,640,640,52,588(108.0%),703(91.0%)
11130,2018-11-16,양파 수입,하,1kg,633,640,637,326,311(204.0%),556(114.0%)
11131,2018-11-17,양파,특,1kg,833,1033,897,-6,903(99.0%),899(99.0%)
11132,2018-11-17,양파,상,1kg,567,833,705,-4,709(99.0%),708(99.0%)
11133,2018-11-17,양파,보통,1kg,400,567,473,-31,504(93.0%),489(96.0%)
11134,2018-11-17,양파,하,1kg,125,400,302,47,255(118.0%),258(117.0%)
11135,2018-11-17,양파,특,12kg,10000,12400,11520,267,"11,253(102.0%)","11,225(102.0%)"
11136,2018-11-17,양파,상,12kg,6400,10000,7039,475,"6,564(107.0%)","6,661(105.0%)"
11137,2018-11-17,양파,보통,12kg,3800,6400,5094,235,"4,859(104.0%)","4,820(105.0%)"
11138,2018-11-17,양파,하,12kg,1700,3800,2949,416,"2,533(116.0%)","2,633(112.0%)"
11139,2018-11-17,양파,특,15kg,12500,12600,12535,213,"12,322(101.0%)","12,404(101.0%)"
11140,2018-11-17,양파,상,15kg,10800,12500,11490,332,"11,158(102.0%)","11,341(101.0%)"
11141,2018-11-17,양파,보통,15kg,9550,10800,10179,321,"9,858(103.0%)","10,049(101.0%)"
11142,2018-11-17,양파,하,15kg,5600,9550,7784,-18,"7,802(99.0%)","7,463(104.0%)"
11143,2018-11-17,양파,특,20kg,16200,16950,16629,-1940,"18,569(89.0%)","16,362(101.0%)"
11144,2018-11-17,양파,상,20kg,8000,16200,10202,-6835,"17,037(59.0%)","13,529(75.0%)"
11145,2018-11-17,양파,보통,20kg,8000,8000,8000,-6323,"14,323(55.0%)","9,799(81.0%)"
11146,2018-11-17,양파,하,20kg,3500,8000,7953,3776,"4,177(190.0%)","5,114(155.0%)"
11147,2018-11-17,양파 자주색,특,1kg,487,540,495,-125,620(79.0%),666(74.0%)
11148,2018-11-17,양파 자주색,상,1kg,400,487,431,-144,575(74.0%),616(69.0%)
11149,2018-11-17,양파 자주색,보통,1kg,267,400,336,-82,418(80.0%),508(66.0%)
11150,2018-11-17,양파 자주색,하,1kg,150,267,197,-61,258(76.0%),359(54.0%)
11151,2018-11-17,양파 자주색,특,12kg,4800,4800,4800,-300,"5,100(94.0%)","6,240(76.0%)"
11152,2018-11-17,양파 자주색,상,12kg,3400,4800,4490,-610,"5,100(88.0%)","6,040(74.0%)"
11153,2018-11-17,양파 자주색,보통,12kg,2300,3400,2855,-1963,"4,818(59.0%)","4,955(57.0%)"
11154,2018-11-17,양파 자주색,하,12kg,1800,2300,1938,-1368,"3,306(58.0%)","3,242(59.0%)"
11155,2018-11-17,양파 자주색,특,20kg,9733,10800,9901,-2499,"12,400(79.0%)","13,311(74.0%)"
11156,2018-11-17,양파 자주색,상,20kg,8000,9733,8591,-2856,"11,447(75.0%)","12,278(69.0%)"
11157,2018-11-17,양파 자주색,보통,20kg,5333,8000,6690,-1631,"8,321(80.0%)","10,124(66.0%)"
11158,2018-11-17,양파 자주색,하,20kg,3000,5333,3927,-1192,"5,119(76.0%)","7,167(54.0%)"
11159,2018-11-17,양파 수입,특,1kg,833,1100,1012,0,"1,012(100.0%)","1,020(99.0%)"
11160,2018-11-17,양파 수입,상,1kg,640,833,770,0,770(100.0%),792(97.0%)
11161,2018-11-17,양파 수입,보통,1kg,640,640,640,0,640(100.0%),687(93.0%)
11162,2018-11-17,양파 수입,하,1kg,633,640,637,0,637(100.0%),562(113.0%)
11163,2018-11-19,양파,특,1kg,833,1033,900,3,897(100.0%),904(99.0%)
11164,2018-11-19,양파,상,1kg,667,833,733,28,705(103.0%),716(102.0%)
11165,2018-11-19,양파,보통,1kg,400,667,552,79,473(116.0%),493(111.0%)
11166,2018-11-19,양파,하,1kg,133,400,309,7,302(102.0%),265(116.0%)
11167,2018-11-19,양파,특,12kg,10000,12400,11293,-227,"11,520(98.0%)","11,360(99.0%)"
11168,2018-11-19,양파,상,12kg,6600,10000,7173,134,"7,039(101.0%)","6,753(106.0%)"
11169,2018-11-19,양파,보통,12kg,4200,6600,5455,361,"5,094(107.0%)","4,877(111.0%)"
11170,2018-11-19,양파,하,12kg,1600,4200,3159,210,"2,949(107.0%)","2,713(116.0%)"
11171,2018-11-19,양파,특,15kg,12400,12900,12722,187,"12,535(101.0%)","12,435(102.0%)"
11172,2018-11-19,양파,상,15kg,10800,12400,11397,-93,"11,490(99.0%)","11,411(99.0%)"
11173,2018-11-19,양파,보통,15kg,9000,10800,10150,-29,"10,179(99.0%)","10,143(100.0%)"
11174,2018-11-19,양파,하,15kg,3500,9000,7359,-425,"7,784(94.0%)","7,674(95.0%)"
11175,2018-11-19,양파,특,20kg,17000,17000,17000,371,"16,629(102.0%)","16,626(102.0%)"
11176,2018-11-19,양파,상,20kg,16200,17000,16317,6115,"10,202(159.0%)","13,649(119.0%)"
11177,2018-11-19,양파,보통,20kg,14400,16200,14671,6671,"8,000(183.0%)","9,799(149.0%)"
11178,2018-11-19,양파,하,20kg,3500,14400,12415,4462,"7,953(156.0%)","5,292(234.0%)"
11179,2018-11-19,양파 자주색,특,1kg,487,540,495,0,495(100.0%),620(79.0%)
11180,2018-11-19,양파 자주색,상,1kg,400,487,431,0,431(100.0%),576(74.0%)
11181,2018-11-19,양파 자주색,보통,1kg,267,400,336,0,336(100.0%),466(72.0%)
11182,2018-11-19,양파 자주색,하,1kg,150,267,197,0,197(100.0%),328(60.0%)
11183,2018-11-19,양파 자주색,특,12kg,4800,4800,4800,0,"4,800(100.0%)","5,800(82.0%)"
11184,2018-11-19,양파 자주색,상,12kg,3400,4800,4490,0,"4,490(100.0%)","5,605(80.0%)"
11185,2018-11-19,양파 자주색,보통,12kg,2300,3400,2855,0,"2,855(100.0%)","4,517(63.0%)"
11186,2018-11-19,양파 자주색,하,12kg,1800,2300,1938,0,"1,938(100.0%)","2,990(64.0%)"
11187,2018-11-19,양파 자주색,특,20kg,9733,10800,9901,0,"9,901(100.0%)","12,406(79.0%)"
11188,2018-11-19,양파 자주색,상,20kg,8000,9733,8591,0,"8,591(100.0%)","11,497(74.0%)"
11189,2018-11-19,양파 자주색,보통,20kg,5333,8000,6690,0,"6,690(100.0%)","9,283(72.0%)"
11190,2018-11-19,양파 자주색,하,20kg,3000,5333,3927,0,"3,927(100.0%)","6,547(59.0%)"
11191,2018-11-19,양파 수입,특,1kg,820,1100,1015,3,"1,012(100.0%)","1,005(100.0%)"
11192,2018-11-19,양파 수입,상,1kg,740,820,792,22,770(102.0%),781(101.0%)
11193,2018-11-19,양파 수입,보통,1kg,233,740,600,-40,640(93.0%),666(90.0%)
11194,2018-11-19,양파 수입,하,1kg,227,233,230,-407,637(36.0%),568(40.0%)
11195,2018-11-20,양파,특,1kg,833,1042,888,-12,900(98.0%),901(98.0%)
11196,2018-11-20,양파,상,1kg,633,833,731,-2,733(99.0%),717(101.0%)
11197,2018-11-20,양파,보통,1kg,400,633,550,-2,552(99.0%),501(109.0%)
11198,2018-11-20,양파,하,1kg,125,400,317,8,309(102.0%),271(116.0%)
11199,2018-11-20,양파,특,12kg,9400,12500,10921,-372,"11,293(96.0%)","11,303(96.0%)"
11200,2018-11-20,양파,상,12kg,6850,9400,7212,39,"7,173(100.0%)","6,811(105.0%)"
11201,2018-11-20,양파,보통,12kg,4300,6850,5561,106,"5,455(101.0%)","4,962(112.0%)"
11202,2018-11-20,양파,하,12kg,1500,4300,3206,47,"3,159(101.0%)","2,765(115.0%)"
11203,2018-11-20,양파,특,15kg,12600,12700,12624,-98,"12,722(99.0%)","12,493(101.0%)"
11204,2018-11-20,양파,상,15kg,11000,12600,11598,201,"11,397(101.0%)","11,398(101.0%)"
11205,2018-11-20,양파,보통,15kg,9850,11000,10488,338,"10,150(103.0%)","10,126(103.0%)"
11206,2018-11-20,양파,하,15kg,3300,9850,7957,598,"7,359(108.0%)","7,557(105.0%)"
11207,2018-11-20,양파,특,20kg,16800,17600,17084,84,"17,000(100.0%)","16,826(101.0%)"
11208,2018-11-20,양파,상,20kg,11000,16800,13421,-2896,"16,317(82.0%)","13,875(96.0%)"
11209,2018-11-20,양파,보통,20kg,8000,11000,9486,-5185,"14,671(64.0%)","10,015(94.0%)"
11210,2018-11-20,양파,하,20kg,8000,8000,8000,-4415,"12,415(64.0%)","5,797(138.0%)"
11211,2018-11-20,양파 자주색,특,1kg,450,467,460,-35,495(92.0%),583(78.0%)
11212,2018-11-20,양파 자주색,상,1kg,280,450,365,-66,431(84.0%),538(67.0%)
11213,2018-11-20,양파 자주색,보통,1kg,233,280,257,-79,336(76.0%),426(60.0%)
11214,2018-11-20,양파 자주색,하,1kg,167,233,209,12,197(106.0%),269(77.0%)
11215,2018-11-20,양파 자주색,특,12kg,4800,4800,4800,0,"4,800(100.0%)","5,360(89.0%)"
11216,2018-11-20,양파 자주색,상,12kg,3400,4800,4490,0,"4,490(100.0%)","5,169(86.0%)"
11217,2018-11-20,양파 자주색,보통,12kg,2300,3400,2855,0,"2,855(100.0%)","4,079(69.0%)"
11218,2018-11-20,양파 자주색,하,12kg,1800,2300,1938,0,"1,938(100.0%)","2,738(70.0%)"
11219,2018-11-20,양파 자주색,특,20kg,9000,9333,8833,-1068,"9,901(89.0%)","11,656(75.0%)"
11220,2018-11-20,양파 자주색,상,20kg,5600,9000,7300,-1291,"8,591(84.0%)","10,717(68.0%)"
11221,2018-11-20,양파 자주색,보통,20kg,4667,5600,5134,-1556,"6,690(76.0%)","8,485(60.0%)"
11222,2018-11-20,양파 자주색,하,20kg,3333,4667,4263,336,"3,927(108.0%)","5,368(79.0%)"
11223,2018-11-20,양파 수입,특,1kg,833,1100,1079,64,"1,015(106.0%)","1,012(106.0%)"
11224,2018-11-20,양파 수입,상,1kg,833,833,833,41,792(105.0%),794(104.0%)
11225,2018-11-20,양파 수입,보통,1kg,347,833,757,157,600(126.0%),661(114.0%)
11226,2018-11-20,양파 수입,하,1kg,333,347,338,108,230(146.0%),510(66.0%)
11227,2018-11-21,양파,특,1kg,840,1092,904,16,888(101.0%),901(100.0%)
11228,2018-11-21,양파,상,1kg,653,840,725,-6,731(99.0%),720(100.0%)
11229,2018-11-21,양파,보통,1kg,375,653,543,-7,550(98.0%),508(106.0%)
11230,2018-11-21,양파,하,1kg,108,375,269,-48,317(84.0%),279(96.0%)
11231,2018-11-21,양파,특,12kg,10400,13100,11310,389,"10,921(103.0%)","11,263(100.0%)"
11232,2018-11-21,양파,상,12kg,6700,10400,7209,-3,"7,212(99.0%)","6,884(104.0%)"
11233,2018-11-21,양파,보통,12kg,3600,6700,5107,-454,"5,561(91.0%)","5,058(100.0%)"
11234,2018-11-21,양파,하,12kg,1300,3600,2592,-614,"3,206(80.0%)","2,839(91.0%)"
11235,2018-11-21,양파,특,15kg,12300,12700,12551,-73,"12,624(99.0%)","12,516(100.0%)"
11236,2018-11-21,양파,상,15kg,10700,12300,11278,-320,"11,598(97.0%)","11,434(98.0%)"
11237,2018-11-21,양파,보통,15kg,9700,10700,10157,-331,"10,488(96.0%)","10,210(99.0%)"
11238,2018-11-21,양파,하,15kg,4200,9700,7906,-51,"7,957(99.0%)","7,659(103.0%)"
11239,2018-11-21,양파,특,20kg,17600,17600,17600,516,"17,084(103.0%)","17,135(102.0%)"
11240,2018-11-21,양파,상,20kg,15200,17600,16337,2916,"13,421(121.0%)","13,864(117.0%)"
11241,2018-11-21,양파,보통,20kg,13600,15200,14650,5164,"9,486(154.0%)","9,975(146.0%)"
11242,2018-11-21,양파,하,20kg,10000,13600,12451,4451,"8,000(155.0%)","6,527(190.0%)"
11243,2018-11-21,양파 자주색,특,1kg,553,553,553,93,460(120.0%),540(102.0%)
11244,2018-11-21,양파 자주색,상,1kg,520,553,533,168,365(146.0%),486(109.0%)
11245,2018-11-21,양파 자주색,보통,1kg,507,520,512,255,257(199.0%),373(137.0%)
11246,2018-11-21,양파 자주색,하,1kg,383,507,450,241,209(215.0%),255(176.0%)
11247,2018-11-21,양파 자주색,특,12kg,4800,4800,4800,0,"4,800(100.0%)","4,920(97.0%)"
11248,2018-11-21,양파 자주색,상,12kg,3400,4800,4490,0,"4,490(100.0%)","4,734(94.0%)"
11249,2018-11-21,양파 자주색,보통,12kg,2300,3400,2855,0,"2,855(100.0%)","3,640(78.0%)"
11250,2018-11-21,양파 자주색,하,12kg,1800,2300,1938,0,"1,938(100.0%)","2,485(77.0%)"
11251,2018-11-21,양파 자주색,특,20kg,11067,11067,11067,2234,"8,833(125.0%)","10,728(103.0%)"
11252,2018-11-21,양파 자주색,상,20kg,10400,11067,10683,3383,"7,300(146.0%)","9,688(110.0%)"
11253,2018-11-21,양파 자주색,보통,20kg,10133,10400,10265,5131,"5,134(199.0%)","7,425(138.0%)"
11254,2018-11-21,양파 자주색,하,20kg,7667,10133,8961,4698,"4,263(210.0%)","5,100(175.0%)"
11255,2018-11-21,양파 수입,특,1kg,833,1100,980,-99,"1,079(90.0%)","1,022(95.0%)"
11256,2018-11-21,양파 수입,상,1kg,713,833,824,-9,833(98.0%),796(103.0%)
11257,2018-11-21,양파 수입,보통,1kg,700,713,710,-47,757(93.0%),655(108.0%)
11258,2018-11-21,양파 수입,하,1kg,700,700,700,362,338(207.0%),460(152.0%)
11259,2018-11-22,양파,특,1kg,825,1042,908,4,904(100.0%),903(100.0%)
11260,2018-11-22,양파,상,1kg,633,825,704,-21,725(97.0%),720(97.0%)
11261,2018-11-22,양파,보통,1kg,342,633,526,-17,543(96.0%),518(101.0%)
11262,2018-11-22,양파,하,1kg,88,342,260,-9,269(96.0%),282(92.0%)
11263,2018-11-22,양파,특,12kg,10600,12500,11483,173,"11,310(101.0%)","11,343(101.0%)"
11264,2018-11-22,양파,상,12kg,6400,10600,7038,-171,"7,209(97.0%)","6,980(100.0%)"
11265,2018-11-22,양파,보통,12kg,3600,6400,4923,-184,"5,107(96.0%)","5,137(95.0%)"
11266,2018-11-22,양파,하,12kg,1050,3600,2558,-34,"2,592(98.0%)","2,832(90.0%)"
11267,2018-11-22,양파,특,15kg,11800,12600,12251,-300,"12,551(97.0%)","12,555(97.0%)"
11268,2018-11-22,양파,상,15kg,10500,11800,10937,-341,"11,278(96.0%)","11,384(96.0%)"
11269,2018-11-22,양파,보통,15kg,9100,10500,9808,-349,"10,157(96.0%)","10,157(96.0%)"
11270,2018-11-22,양파,하,15kg,4800,9100,7792,-114,"7,906(98.0%)","7,607(102.0%)"
11271,2018-11-22,양파,특,20kg,16500,17300,17105,-495,"17,600(97.0%)","17,530(97.0%)"
11272,2018-11-22,양파,상,20kg,14200,16500,15085,-1252,"16,337(92.0%)","14,339(105.0%)"
11273,2018-11-22,양파,보통,20kg,10700,14200,13001,-1649,"14,650(88.0%)","10,796(120.0%)"
11274,2018-11-22,양파,하,20kg,2900,10700,6891,-5560,"12,451(55.0%)","7,999(86.0%)"
11275,2018-11-22,양파 자주색,특,1kg,400,400,400,-153,553(72.0%),538(74.0%)
11276,2018-11-22,양파 자주색,상,1kg,387,400,394,-139,533(73.0%),482(81.0%)
11277,2018-11-22,양파 자주색,보통,1kg,253,387,332,-180,512(64.0%),382(86.0%)
11278,2018-11-22,양파 자주색,하,1kg,167,253,207,-243,450(46.0%),271(76.0%)
11279,2018-11-22,양파 자주색,특,20kg,8000,8000,8000,-3067,"11,067(72.0%)","10,706(74.0%)"
11280,2018-11-22,양파 자주색,상,20kg,7733,8000,7867,-2816,"10,683(73.0%)","9,613(81.0%)"
11281,2018-11-22,양파 자주색,보통,20kg,5067,7733,6627,-3638,"10,265(64.0%)","7,620(86.0%)"
11282,2018-11-22,양파 자주색,하,20kg,3333,5067,4116,-4845,"8,961(45.0%)","5,400(76.0%)"
11283,2018-11-22,양파 수입,특,1kg,1100,1100,1100,120,980(112.0%),"1,002(109.0%)"
11284,2018-11-22,양파 수입,상,1kg,787,1100,807,-17,824(97.0%),793(101.0%)
11285,2018-11-22,양파 수입,보통,1kg,693,787,705,-5,710(99.0%),656(107.0%)
